0.00508981	0.972211
0.00536743	0.993974
0.00550625	1.00274
0.0057376	1.00218
0.00601522	0.9995
0.00624658	1.00408
0.0065242	0.995711
0.00675556	0.999158
0.00689437	0.996474
0.00712573	0.994474
0.00740335	1.00489
0.0076347	1.00811
0.00791233	1.00263
0.00805114	0.994053
0.0082825	0.992395
0.00856012	1.00318
0.00879147	1.00061
0.0090691	1.00647
0.00930045	1.00595
0.00943926	1.00184
0.00967062	0.999526
0.00994824	0.994816
0.0101796	0.998974
0.0104572	0.994342
0.0106886	0.996895
0.0108274	1.00092
0.011105	1.00132
0.0114752	0.990921
0.0114752	0.993789
0.0118453	0.993632
0.0119841	0.993263
0.0122155	0.993395
0.0124931	0.999789
0.0127245	0.981421
0.0130021	0.986079
0.0132335	0.987395
0.0133723	0.985921
0.0136499	0.993368
0.0138812	0.988289
0.0141126	0.981158
0.0143902	0.996421
0.014529	1.00097
0.0147604	0.992895
0.015038	0.988711
0.0152693	0.989395
0.015547	0.996526
0.0157783	0.984184
0.0159171	0.9915
0.0161485	0.994658
0.0164261	0.990526
0.0166575	0.995711
0.0169351	0.984395
0.0170739	0.995658
0.0173052	0.995237
0.0175829	0.994684
0.0178142	1.00171
0.0180918	0.981605
0.018462	1.00461
0.018462	1.00182
0.0186933	0.991026
0.0189709	0.992342
0.0192023	0.989132
0.0194799	0.989421
0.0197113	0.982579
0.0198501	0.981132
0.0201277	0.975684
0.020359	0.9745
0.0206367	0.968579
0.020868	0.958658
0.0210068	0.969316
0.021377	0.929237
0.0215158	0.920895
0.0217471	0.857211
0.0220247	0.746289
0.0222561	0.460211
0.0223949	0.343763
0.0226725	0.144553
0.0229039	0.105184
0.0231815	0.153395
0.0226725	0.204636
0.0229039	0.107085
0.0231815	0.14917
0.0234128	0.221235
0.0235516	0.259534
0.023783	0.306497
0.0240606	0.330203
0.0242919	0.306803
0.0244307	0.316074
0.0248009	0.232874
0.0249397	0.223745
0.025171	0.154008
0.0254487	0.0934818
0.02568	0.0470242
0.0259576	0.0260526
0.0260964	0.0193117
0.0263278	0.0130769
0.0266054	0.0116397
0.0268367	0.02917
0.0271143	0.0364574
0.0273457	0.0638866
0.0274845	0.0679758
0.0278546	0.0765384
0.0279934	0.0936234
0.0282248	0.111154
0.0285024	0.104372
0.0286412	0.0927934
0.0288725	0.0947166
0.0291501	0.0748584
0.0293815	0.0609111
0.0296591	0.0588058
0.0298904	0.0364776
0.0300292	0.0365992
0.0302606	0.0214575
0.0305382	0.016417
0.0307695	0.0103239
0.0310471	0.00542511
0.0312785	0.00309716
0.0314173	0.00295547
0.0316949	0.00522268
0.0319262	0.00751013
0.0322038	0.0125708
0.0324352	0.017166
0.032574	0.0191093
0.0329441	0.0247368
0.0330829	0.0284008
0.0333142	0.0309111
0.0335918	0.0296153
0.0338232	0.0313361
0.033962	0.0326924
0.0341933	0.0297976
0.0344709	0.0271863
0.0347023	0.0245749
0.0349799	0.0227126
0.0351187	0.0235223
0.0354888	0.0149798
0.0356276	0.0118826
0.0358589	0.00993926
0.0361365	0.00884616
0.0363679	0.00421053
0.0365067	0.00461539
0.036738	0.00226721
0.0370156	0.00137652
0.0372469	0.00141701
0.0375245	0.00220648
0.0377559	0.00289474
0.0378947	0.00327934
0.0381723	0.00506074
0.0384036	0.00803645
0.0386812	0.00860324
0.0389125	0.0105466
0.0390513	0.0118623
0.0394214	0.0125101
0.0395602	0.0139271
0.0397916	0.0136235
0.0400692	0.0130162
0.0403005	0.0145951
0.0404393	0.012753
0.0407169	0.012247
0.0409482	0.0119231
0.0412258	0.0109312
0.0414571	0.00852226
0.0415959	0.00838058
0.0418272	0.00580971
0.0421048	0.00548584
0.0423362	0.00362347
0.0426138	0.00297571
0.0428451	0.00188259
0.0429839	0.00133603
0.0432152	0.00103239
0.0436316	0.000809716
0.0436316	0.0004251
0.0440017	0.00101214
0.0441405	0.000991903
0.0443718	0.00186235
0.0446494	0.00370445
0.0450195	0.003583
0.0450195	0.00404858
0.0453896	0.00530363
0.0456672	0.00554655
0.0457597	0.00530363
0.0460373	0.00514171
0.0462687	0.00621458
0.0465462	0.00631579
0.046685	0.00690284
0.0469163	0.00562753
0.0471939	0.00651821
0.0474252	0.00617408
0.0477028	0.00423076
0.0479341	0.00544534
0.0480729	0.00447368
0.0483043	0.00362347
0.0485818	0.00279353
0.0488131	0.00269232
0.0490907	0.00202429
0.049322	0.00115385
0.0494608	0.00103239
0.0497384	0.000789474
0.0499697	0.000668016
0.0502473	0.000222672
0.0504786	0.000404858
0.0506174	0.000647774
0.0508487	0.000688258
0.0511263	0.00101214
0.0513576	0.00163968
0.0516352	0.00208502
0.0518665	0.00200405
0.0520053	0.00198381
0.0522366	0.00325911
0.0526529	0.00315789
0.0526529	0.00321863
0.053023	0.00323887
0.0531618	0.00342105
0.0533931	0.00319837
0.0536707	0.00414979
0.053902	0.00408908
0.0541796	0.00265182
0.0544109	0.00334008
0.0545497	0.00344129
0.054781	0.00206478
0.0550585	0.00251012
0.0552898	0.00228745
0.0555674	0.00182186
0.0557062	0.00161943
0.0559375	0.00133603
0.0562151	0.00125506
0.0564464	0.000506074
0.0568164	0.000384616
0.0568164	0.0004251
0.057094	0.000182186
0.0573253	0.000384616
0.0576029	0.000202429
0.0578342	0.000384616
0.0581117	0.000607287
0.058343	0.000769232
0.0584818	0.000748987
0.0587594	0.00111336
0.0589907	0.00119433
0.0592682	0.00159919
0.0594995	0.00168016
0.0596383	0.00192308
0.0598696	0.00202429
0.0601471	0.00182186
0.0605172	0.00222672
0.0605172	0.00244939
0.0608873	0.00202429
0.0610261	0.00234818
0.0612574	0.00222672
